ingredient,calories,carbs,fiber,sugar,protein,total fat,trans fats,saturated fats,sodium,cholesterol,CO2 Emission
2 tbsp balsamic or rice wine vinegar,5,0.01192,0.0,0.01192,0.0,0.0,0.0,0.0,0.596,0.0,A
10 oz frozen peas ,218,38.55535145,12.75728540625,14.1747615625,14.79845107125,1.133980925,0.0,0.187106852625,306.17484975,0.0,A
"3 ounces cream cheese, room temperature",297,4.6946810295,0.0,3.1978262085,5.230487016562501,29.256707865,0.9950682616875,17.17981101375,267.0525078375,85.89905506875,E
"1 small garlic clove, chopped",3,0.74475,0.04725,0.0225,0.1431,0.01125,0.0,0.0020025,0.3825,0.0,A+
"1 whole chicken, thoroughly rinsed",2580,0.0,0.0,0.0,223.2,181.2,1.164,51.72,840.0,900.0,F
½ cup finely chopped onion,32,7.472,1.36,3.3920000000000003,0.8800000000000001,0.08,0.0,0.0336,3.2,0.0,A+
1 1/2 teaspoon baking powder,3,1.6628999999999998,0.0138,0.0,0.0069,0.0,0.0,0.0,544.41,0.0,A+
"1/2 cup bulgur, rinsed",239,53.13000000000001,8.75,0.287,8.610000000000001,0.9310000000000002,0.0,0.1624,11.9,0.0,A
"1 pound plum tomatoes, chopped",81,17.644743193000004,5.4431084400000005,11.929479331,3.9916128560000006,0.9071847400000002,0.0,0.1270058636,22.679618500000004,0.0,D
⅓ cup sugar,258,66.66666666666666,0.0,66.53333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,B
1 cup Thai basil leaves,5,0.636,0.384,0.072,0.756,0.1536,0.0,0.00984,0.96,0.0,A+
1 1/2 cups caramel jimmies,57,11.6655,0.0,9.92325,0.6969,1.22715,0.0,0.37572,37.1175,1.0605,A+
Zest of ½ lemon,12,3.9144,1.176,1.05,0.462,0.126,0.0,0.01638,0.84,0.0,A+
Crudités and toast points ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1/4 cup chilled margarine or butter, cut into 1/2-inch cubes",401,0.3920000000066275,0.0,0.0,0.0896000000015148,45.19200000076406,8.344000000141072,8.512000000143912,366.240000006192,0.0,C
6 tablespoons pomegranate juice,50,12.232125,0.093375,11.76525,0.1400624999999999,0.2707874999999999,0.0,0.07189875,8.40375,0.0,A
"1 small pineapple, peeled and cut into 1-inch chunks",339,88.91625,9.5025,66.856875,3.66525,0.8145,0.0,0.0610875,6.7875000000000005,0.0,D
A flat grill basket ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3 Tbsp. finely chopped peeled galangal,14,3.204,0.36,0.306,0.3276,0.135,0.0,0.03654,2.34,0.0,A+
then halved or quartered if large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"5 ounces bittersweet or semisweet chocolate, chopped",680,90.576726384375,8.363109321875001,77.252450515625,5.95339985625,42.5242846875,0.0,25.23107558125,15.59223771875,0.0,F
"1/4 cup peeled and diced mild green chiles, fresh or canned ",15,3.5475000000000003,0.5625,1.9125,0.75,0.075,0.0,0.007875,2.625,0.0,A
"4 canned whole plum tomatoes, drained, seeded, and coarsely chopped",44,9.6472,2.976,6.522399999999999,2.1824,0.496,0.0,0.06944,12.4,0.0,C
1/4 cup chopped bell pepper,9,2.246175,0.78225,1.5645,0.368775,0.11175,0.0,0.0219774999999999,1.49,0.0,B
1 Tbsp paprika,19,3.672,2.3732,0.7004000000000001,0.9588,0.8772000000000001,0.0,0.14552,4.6240000000000006,0.0,A
1 tablespoon olive oil plus additional for brushing baking pan and parchment paper,119,0.0,0.0,0.0,0.0,13.5,0.0,1.863,0.27,0.0,A
1/4 teaspoon whole black peppercorns,1,0.4639999999999999,0.183425,0.00464,0.0754,0.0236349999999999,0.0,0.0100774999999999,0.145,0.0,A+
"1 lb. small potatoes , halved lengthwise",349,79.37866475000001,9.525439770000002,3.719457434,9.298643585,0.408233133,0.0,0.1133980925,27.2155422,0.0,B
375 milliliters prosecco,305,9.692789607483297,0.0,3.5788761627630623,0.2609597202014733,0.0,0.0,0.0,18.63998001439095,0.0,D
3 1/2 cups organic plain whole-milk kefir,523,39.959500000000006,0.0,39.959500000000006,29.755250000000004,27.86875,0.0,18.007500000000004,394.4500000000001,111.475,G
1/2 cup finely chopped scallion,16,3.67,1.3,1.165,0.915,0.095,0.0,0.016,8.0,0.0,A+
"1 1-pound bag frozen yellow corn kernels, thawed",512,117.48042383,11.793401620000004,15.240703632,16.420043794,6.441011654,0.0,0.6803885550000001,18.1436948,0.0,A+
"1/2 cup finely chopped basil and parsley, plus basil leaves for serving",13,2.2302500000000003,1.19,0.2925,1.28475,0.3169999999999999,0.0,0.044725,17.3,0.0,A+
1 tsp table salt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2328.0,0.0,A+
4 7-inch-diameter flour tortillas,582,96.628,4.704,5.2136000000000005,15.699599999999998,14.8568,0.02744,2.3912,1454.32,0.0,B
3 to 4 Calabrian chiles,63,13.87575,2.3625,8.3475,2.94525,0.693,0.0,0.06615,14.175,0.0,C
"1 tablespoon peeled, minced fresh ginger",4,1.068,0.12,0.102,0.1092,0.045,0.0,0.01218,0.78,0.0,A+
1 Tbsp. instant espresso powder,1,0.2471599999958212,0.0,0.0,0.0177599999996997,0.0266399999995495,0.0,0.0136159999997697,2.071999999964969,0.0,A
1 3/4 teaspoons ground cinnamon,11,3.6673,2.41605,0.0987349999999999,0.181545,0.05642,0.0,0.0156975,0.4549999999999999,0.0,A+
1/4 cup warm water ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.365882365,0.0,A+
1/4 cup fine sea salt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28324.0,0.0,A+
Finely sliced onion,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8 ounces egg noodles,870,161.705679905,7.484274105000001,4.263768278000001,32.20505827,10.069750614000002,0.13834567285,2.676194983,47.627198850000006,190.50879540000005,B
"1 small onion, sliced",28,6.538,1.1900000000000002,2.9680000000000004,0.7700000000000001,0.07,0.0,0.0294,2.8000000000000003,0.0,A+
1 1/2 cups finely chopped celery,21,4.499550000000001,2.4240000000000004,2.0301000000000005,1.04535,0.25755,0.0,0.06363,121.20000000000002,0.0,A
"6 cups tepid water plus 2 cups hot water, divided",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.78117676,0.0,A+
1/2 cup soy or plain yogurt,74,5.708500000000001,0.0,5.708500000000001,4.250750000000001,3.98125,0.0,2.5725,56.35,15.925,F
1 tsp sriracha,0,0.084,0.0144,0.06048,0.02448,0.01776,0.0,0.002496,126.72,0.0,A+
"1/2 lb large shallots , cut crosswise into 1/8-inch-thick slices and separated into rings ",163,38.10175908000001,7.257477920000001,17.8488597595,5.669904625000001,0.226796185,0.0,0.03855535145,27.2155422,0.0,A
2 cups low-sodium vegetable stock,4,0.6823945835799999,0.19180221536,0.24280164706,0.13775390126,0.17101440434,0.0,0.02494537504,71.87427679,0.0,B
12 ounces fresh raspberries,176,40.483119022500006,22.1126280375,15.0365870655,4.08233133,2.2112628037500004,0.0,0.064636912725,3.401942775,0.0,C
"2 bunches curly green kale, stems and ribs removed, leaves torn into 2"" pieces",140,17.768400000000003,16.482,3.9798,11.7384,5.989800000000001,0.0,0.7155600000000001,213.06000000000003,0.0,B
2 cups warm water ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92705892,0.0,A+
2 cups chopped fresh spinach,13,2.178,1.32,0.252,1.716,0.2339999999999999,0.0,0.0378,47.4,0.0,A+
"1/2 pound day-old cornbread, broken into 3/4"" pieces ",603,98.656340475,0.0,0.0,15.195344395000005,16.102529135,0.0,3.5380204860000006,1492.3188973,90.718474,B
"1/4 cup blanched almonds, chopped",213,6.77875,3.58875,1.678375,7.757499999999999,19.03125,0.0068874999999999,1.431875,6.8875,0.0,A+
1 can diced tomatoes in juice,30,6.593000000000001,3.61,4.845,1.501,0.475,0.0,0.0646,19.0,0.0,C
"1 large carrot, chopped",29,6.8976,2.016,3.4128,0.6696,0.1727999999999999,0.0,0.0230399999999999,49.68,0.0,A+
"2 tablespoons plus 1/4 cup sugar, divided",290,75.0,0.0,74.85,0.0,0.0,0.0,0.0,0.75,0.0,B
1/2 cup chopped onion ,32,7.472,1.36,3.3920000000000003,0.8800000000000001,0.08,0.0,0.0336,3.2,0.0,A+
"2 Tbsp. unsalted butter, melted",203,0.0170399999999999,0.0,0.0170399999999999,0.2413999999999999,23.032399999999996,0.0,14.342,3.1239999999999997,61.059999999999995,D
2 cups whole-wheat pastry flour,790,177.31,31.177999999999997,2.4276,22.871799999999997,4.641,0.0,1.0234,7.14,0.0,B
"Fresh thyme, chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3 medium Spanish onions,132,30.822000000000003,5.61,13.992000000000004,3.630000000000001,0.33,0.0,0.1386,13.2,0.0,B
1 cup thinly sliced celery,14,2.9997000000000003,1.616,1.3534000000000002,0.6969,0.1717,0.0,0.04242,80.8,0.0,A
1 cup confectioners sugar,466,119.76,0.0,117.36,0.0,0.0,0.0,0.0,2.4,0.0,C
1 cup crema or crème fraîche plus additional for drizzling if desired,443,10.3712,0.0,7.638400000000001,5.4656,43.456,1.7830400000000002,22.624,69.44000000000001,132.16000000000005,F
"1/2 firm-ripe avocado, thinly sliced",160,8.572650000000001,6.733500000000001,0.6633000000000001,2.01,14.7735,0.0,2.14065,7.035000000000001,0.0,A
"2 pounds red beets , scrubbed",390,86.72686114400001,25.40117272,61.325688424000006,14.605674314000003,1.5422140580000003,0.0,0.2449398798,707.6040972000001,0.0,C
"2 ribs celery, diced ",11,2.3760000000000003,1.2800000000000002,1.072,0.5519999999999999,0.136,0.0,0.0336,64.0,0.0,A+
2 tsp. extra virgin olive oil,79,0.0,0.0,0.0,0.0,9.0,0.0,1.242,0.18,0.0,A
"1 1/2 cups powdered sugar, divided",700,179.64,0.0,176.04,0.0,0.0,0.0,0.0,3.6,0.0,C
2 tablespoons dried thyme,14,3.4506,1.998,0.09234,0.49194,0.40122,0.0,0.14742,2.97,0.0,A+
Black licorice laces,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 to 3 tablespoons cold water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4786764781,0.0,A+
"1 14-to 15-ounce can plum tomatoes in juice; tomatoes chopped, juice reserved",11,2.4118,0.744,1.6305999999999998,0.5456,0.124,0.0,0.01736,3.1,0.0,A
cranberry sauce,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3 cups hulled, quartered strawberries ",145,35.0208,9.12,22.2984,3.0552000000000006,1.368,0.0,0.0684,4.5600000000000005,0.0,D
2 tablespoons bourbon or blended whiskey,69,0.0277999999995299,0.0,0.0277999999995299,0.0,0.0,0.0,0.0,0.0,0.0,A
"Rounded 1/4 teaspoon salt, or to taste",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"2 tablespoons sweet dessert wine, such as sauterne",47,4.04149999993167,0.0,2.2950999999611965,0.0589999999990024,0.0,0.0,0.0,2.6549999999551117,0.0,A
"1 12-to 14-ounce russet potato, peeled, quartered",193,44.33695555555555,3.1844222222222216,1.518724444444444,5.242048888888888,0.1959644444444444,0.0,0.0636884444444444,12.247777777777776,0.0,A
12 small fresh shiso leaves,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A small handful of thai rice noodles,155,34.2855,0.684,0.0513,2.543625,0.2394,0.0,0.0654075,77.80499999999999,0.0,A
"1 pound frozen, thawed shelled wild Maine shrimp or small shrimp cut into 1/2"" pieces",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16 thin slices prosciutto ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"2 large peaches , peeled, pitted, diced",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/8 cup chopped red onion,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 tablespoon chopped dill fronds,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 bunch celery,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 large egg yolks ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"6 medium carrots, peeled",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 cup firmly packed dark brown sugar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4 teaspoons baking powder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 red onion, sliced vertically",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3 tablespoons fresh ginger, peeled and finely chopped ",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 pound fresh tomatillos, husked, rinsed, and quartered",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3/4 teaspoon fennel seeds,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 teaspoon finely grated lime zest,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 tablespoons dark sesame oil,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12 slices from a 5-lb quartered chilled watermelon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 cup fresh mint leaves, finely chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12 ounces skirt or flank steak,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
One 1-inch knob of ginger,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"5 large eggs, separated, at room temperature for 30 minutes",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 cup chopped celery ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"4 cups finely diced fresh pineapple, divided",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 large egg, whisked",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
480 g/2 cups whole milk,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
or vegetable oil,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 cup brown basmati rice, soaked, rinsed, and drained well",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 teaspoon finishing salt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/8 teaspoon dried crushed red pepper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3 teaspoons fresh lime juice, divided",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Crushed red pepper flakes ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cut into 15 to 20 1/2-inch-thick slices,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"2 fresh bay leaves, thinly sliced ",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
White candy writer,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 cup chopped green bell pepper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 pound stemmed fresh chiles ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 watermelon ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3 red Thai chiles, seeds removed, finely chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3 pounds parsnips, peeled, quartered lengthwise, and cut into 1-inch pieces",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3 tablespoons unsalted butter, plus more for greasing pan",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 tablespoons hot red pepper flakes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 2 1/2-to 3-pound boneless pork loin, cut into 1/2-inch slices",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/8 teaspoon ground asafetida,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"12 ounces high-quality coffee beans , coarsely ground",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 bunch scallions , divided",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2/3 cup fresh blueberries,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3/4 cup mild honey, ",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8 ounces linguine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12 ounces linguine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 pound Irish cheddar cheese, grated",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"6 oz cream cheese, softened",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ingredient info: Panko is available in the Asian foods section of most supermarkets and at Asian markets.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 cup red seedless grapes ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3 tablespoons coriander seeds, divided",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 cup yellow cornmeal ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 slices whole-grain bread or 2 chunks whole-grain baguette,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 tablespoon freshly ground black pepper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 1 1/4-pound pork tenderloin, trimmed, cut crosswise into 1/2-inch-thick rounds, then cut into 1/2-inch-wide strips",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fresh chives,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8 oz. pancetta ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 head cauliflower, quartered, cored, and cut into bite-size florets",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"2/3 cup plus 1 teaspoon virgin coconut oil, melted, slightly cooled",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3 cups premium vanilla ice cream,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 cup chopped jarred pimiento peppers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3/4 cup brine-cured green olives, pitted, coarsely chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 cup hickory or mesquite chips soaked in water for 1 hour for a charcoal grill,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 pound fresh tomatoes, diced",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 cup Armagnac or Cognac,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 1/2 tablespoons Sherry vinegar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 teaspoon minced garlic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 tablespoon olive oil plus more for drizzling,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"6 ounces good-quality semisweet chocolate , chopped, plus extra for shavings ",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3/4 cup chocolate stout, regular stout, or porter",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 cup small mint leaves,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"4 large sprigs basil, plus leaves for serving",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 lb fresh ricotta ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"2 celery stalks, peeled, sliced thinly on an extreme diagonal",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 1/2 cups medium egg noodles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 cups Diamond Crystal coarse kosher salt or 1 1/2 cups Morton coarse kosher salt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3/4-inch cube of fresh ginger, peeled and roughly chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 pound jumbo shrimp, peeled and deveined ",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"""1 cup confectioners sugar""",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 small tomato, cut into 1/3-inch-thick slices",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
¼ cup salted dry-roasted peanuts,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8 large navel oranges,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 cup plus 2 tablespoons chilled butter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 cup fine dry bread crumbs ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Few tablespoons finely diced orange carrots and/or other colored carrots,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
*Available at some supermarkets and specialty foods stores,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 tablespoons chopped parsley leaves,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4 green onions,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 3-pound center-cut salmon fillet with skin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 cup safflower or extra-virgin olive oil,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"6 ounces Grana Padano or Parmigiano-Reggiano cheese, finely grated ",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1/2 cup mixed fresh berries such as blackberries, blueberries, and raspberries",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3/4 cup plus 1/3 cup light brown sugar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 thinly sliced jalapeños,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"2 cups crumbled queso fresco or Cotija cheese, or grated 4-cheese Mexican blend",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150ml heavy cream,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 teaspoon confectioners sugar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 1/2 cups frozen green peas, thawed",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 cup fresh flat-leaf parsley, finely chopped, plus more for garnish",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 smoked ham hocks,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"8 ounces feta, sliced 1/4"" thick",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3–4 sprigs sage,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 banana, roughly chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Large ice block,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3 8-to 9-ounce packages cheese-filled tortellini or tortelloni,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a 9- to 91/2-inch springform pan; an electric coffee/spice grinder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"European-style butter , room temperature",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3/4 cup half-and-half, plus more to taste",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3/4 cup Splenda Sugar Blend for Baking,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 tablespoons dried marjoram,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 teaspoon wasabi paste or powder mixed to a paste with water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
teaspoon freshly ground black pepper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3-4 oz fresh mozzarella cheese, grated",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"and includes the seeds of the vanilla bean. Its available at specialty foods stores and online from thespicehouse.com and amazon.com.""",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 cup cornstarch,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 1/2 pounds pork tenderloin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15 golf ball-size tomatoes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 cup crème fraîche* ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3 cups cold cooked white rice,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4 ounces coarsely grated Italian Fontina or Gruyère ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Seeds from 4 cardamom pods,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 tablespoon minced fresh rosemary ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Crackers or bread,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 cup fresh cilantro leaves with tender stems,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"3/4 pound large sea scallops , halved horizontally",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 1/2 cups store-bought or homemade whole-wheat bread crumbs,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 onion, thinly sliced",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5 Buttermilk Beer Beignets,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1/2 tablespoon chervil, chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"4 tablespoons unsalted butter, room temperature",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 small carrot, peeled, chopped",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2 pinches ground white pepper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/4 cup soft fresh goat cheese,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Boston lettuce leaves,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
